6434afe6261c6f3f4fdbad511a2db8ef090f8c07,4.468088
67212308d026508fd5b6942ffbbdd7b0be2e89de,4.0756702
67f697ac574661dca982dcd95ba358bde5b48a8e,4.7281876
72a34636b5a1de1c3796e43d5abc564b4d0803e7,4.5632277
737dd3b5a70f36e8bb79f4c5cf86c7ccfb1e7d55,4.6368628
73c38d8466f153b974c09c066d1469f63b856d07,4.6520557
73ec1e02101d9e26fb75fe8580eec218d09ba78b,4.4677186
7494b38c6d82b590c4afa6cc975f583f51395177,4.6833067
75ef6c3aff156ef52aa846c2fc3b26271e50e335,4.7498736
797c7c555f32a47816ca7f0c017002a2131c132a,4.628823
798e6393c36bd3b6dc0a9f97de7d4c87a6e5b252,4.4705696
79fb09750bdb85310622bf240e1060ef8de8bce1,4.686265
84a17972cc6d29489bbe205a9e7feb8745726fbc,2.3721313
84b6b2d70924066c8345f2bc2281791ae3188da2,2.2884471
851d9a4b9b8e236f2d62282ddf06fae57b7d9492,3.3713138
8531dba6dd1818a4e3f3ba5e355e1e5ea9276afe,3.5181198
8554d1155712da4bc72ec5921db3227311265359,3.8597982
8576d2d269326a29503a1763996227723fa531a7,4.3471828
85838695003ef753ce13327655b84defa54d6eae,3.7466772
859c3b6fce7256abf5acfef957e6c04134c01e4b,3.4068987
85bebedd9d4605ff6823f6f25c761e64a588bf22,3.5069761
85bf028205803eb9b1e5494c540ddd2938606606,3.561453
861075bc29124627aacce66a29c6dd835abcf3be,4.70802
8674a295a4ae610ccd77b60cbaa692db6a875761,3.653515
86a7e49131f2acbd350c4b0b9a2243838bd4e122,3.7514338
86adc493a1cc74328222a194a1d1e3adf098b5c8,5.1000233
86d9a98ab0225d2c2faf6d51fe3b9fad194c3ce3,2.3135097
87322721181928972ce2b67242f61ff23275f3dd,3.0187552
875e48fd13e52a01a4d48d745d72128f25b9ec81,5.059474
87752697bce404c9b410be71a45e76f3c7fc9392,3.499605
87b3a5eca0c70c7828168756cd7813cc8b3285bd,4.0247436
87ce4212940578f8ab9aaab4616b104ab515d4e9,4.02078
87e4a8d6efab19e147f510e9b5d10c0d0ff5845e,3.8175874
88003ba023714648c4312658ad9a4b3703e56de0,3.1832104
88188301e8d3565c7f1e2cee1f9ab8794676216a,3.0001862
8819c6723e6d42ad569274ebe2ce4212fd8621c4,3.335152
884afc60bb87e1f0d85311221487273fc5d13d13,3.3144562
8866a6da23ad8a2abfb243905e0b5e2c98e366bc,2.6613503
88a694a270a460f5a09e1e8c569b036d03b9b5ea,4.5382814
892240639d1170ec0f4bb6248ba3e9bd390ed089,2.7435982
89521736c16fbbd86315c3f3c555132aee8896ae,2.399618
8960e95f79cd20b46b7e8fd09d0aa88015566a9a,2.8135674
8968e2c95fd09b05d48b4b094529d54d06bf6da5,3.444348
899bf68f741b96e69c8b1d6bf22fd86e00b7c00f,2.8900652
89b7eb7ce1dccd4f6a7eb59017ac455cf1e57766,3.968163
89cc639060f3d63cf21d893882e544497e32aeea,4.592032
89cd14d1bb26c559102e9080a85ffa977cde7fda,2.5197208
89d4e10b3c250c027e108d10ebc00bda239e7e39,3.9279134
89fe8b96c04597a0fb63dca3a86e5f36e7580940,5.365625
8a97d52d61d704e77f82fd7f1161d98054f48f25,2.2982712
8ab396fa5981adcdc777254c57ea744f1fd4cd2c,4.51276
8aea6c59a11267f4143312770b4c84a2be56f353,2.6954997
8b158f3040b574b6d08148e24946fba8bbdc29ca,3.9726112
8b2735093e532de21b7aabee43b9c76278bdd5cb,2.928043
8b3f8cb80815c489e6278cfc1a371b3bee3f6e1e,2.823904
8b43c7696dc13421431102cb4385363ee33513e0,3.9287632
8b557374000feae5ac9aee7b4078bfea53176ffc,2.4972994
8b65dcf807a9de0c95c0896919da04523176fab8,3.2317414
8beffc1494bb81af08c352aea875a183e45bd824,3.6353047
8bf27a767fce0a5fb359059183d06e01d62dca8c,2.249861
8c5d6de5fca9e769de9676c911d9e082ec1a9fb4,2.2677758
8c6976c873d2ab3f4af9188a4189c46a032a53d5,3.0809238
8cf96ad1e77c722694ef03a06a781d61d632f2c0,3.212323
8d0a196c1c472a4601384f4235f293c4a341b3a9,4.515818
8d14518288c33c098206996aab23c31b3eefc864,4.787881
8d65a433657534866907ca34885953c36951db06,4.35412
8d811d7887c2c868b631a2bd296412bde2b49bae,4.200663
8d9b19c2ff7d630d2d48932f3c1d35aaa97ad51f,4.3596625
8dada7632816cb20f182c306ae74184ea9e056fb,3.3478715
8e20affd5aca29391f582b7dd756c83205297c11,2.6261683
8e3a076971fce919b1a5a0bc62dcef86264a1c24,4.5937037
8e5fc3c13f17c0502fe3f0a8404b461b46183f8a,2.9500659
8ee77ba42fdd6aff7a9eaa84d70064c4cb39cdc2,4.727352
8ee958ba68793684a9962e1b60847d7b73d7c9d1,3.3961856
8ef999ab1a83c2760064ac6c7a4b6c4115c5a186,4.1365767
8ef9f17bb904f437ec0a9849d820ed0f86843517,4.117152
8f19ffb508b23f955b93ebd99153f8ec99025785,3.2207808
8f7402db46b9b2a95aaa8282be9e471a3ee659ba,4.048804
8fa7abd9421e396273c3571b177340434fc132f6,3.0871224
8fdb7157f90753735edf97fcc828b75e6a8042d6,3.1827192
9038ddd6c0d498cb8c65b4510e99e8527eabd40c,3.8347871
9081ee605de7c5e739569f3f829cba953cb918f4,3.4381404
908365770c09838aa1bc1874bf3915779910e775,2.5497847
908ccf9bf5e0e7ab597a09fa19d91b1a5563b43b,2.8496647
909386947a62f62c8b94ddde0b623b87c01e2524,3.2175076
90d54808ce52c41418550421c387818cae759dec,4.3631787
911315669fafba0a06cdbf08da7cff7e81f49759,4.971992
911daa5a6058823b007274f35ba038da7ec89a11,2.8567781
911f5eafac3def56e71836d495b740cd059edbcf,3.4228773
913eb5b320c3f4b475e8064303960997b0dd7a9f,2.9431105
9167062812b68b140da9de7f824ec6131ef31a01,2.8006108
917f1aba835e5d7e79fc124c1d7a3c8c2588cf8b,2.7893922
91ccfc470d803af51ecbb91da39db5592e3a3324,4.213552
91eb4058d0937eb5499d0f6b2a8dbae6f47eddf9,3.6235552
91f7019ee1831ead0e667cf264dfe7be6b743f3f,5.127614
920523a6f06947927c3d1b9c2c902fae6eb740a1,4.2079763
921b990c548efb5620585b0fe3049ed43dfda903,3.6429665
92213400df98f5441533511526206328cdde4159,3.786447
927008a1eb1983b52fe269b504f398ca185603c3,3.545481
9272bf390ef4a8e31a5285c14ec721495414c53a,3.3501937
92828f67b16f5e96ddb0d436aaa6f1193104c037,3.7562602
92a1cd997867a6115b3d079903e63aba8dd214cf,2.6656363
92cea32d04d98c66af1c1366fe9811047a9b1cea,4.6067247
92de4c1319bb3b07781b63801e4599302764dc5f,4.130862
92e2b243f8ca7bf1ce773bedf8205980f034ff05,3.539882
92f51b59f25a16e76b18441fbe797a2fa2a5d3b5,3.422327
934776ec5bd2147907362602555bd692fc56aab9,3.5804873
93635a4013ec683f217cad90ca4e41aa557c3922,4.4185653
93bda77bd8d32e4fa1a0549b76f807fbc22f1f7f,3.7199504
943f8910b7d79d76726a7c50a996a39a00fb033b,3.2615814
945546f9d4db4b9599e57ffd4271193406f0d96b,2.8849394
947a2e7cf57ae1a546f98831d861cd87c4fd5ff5,3.1979854
948fbf59cd52083820e8e1682a5bc2a34793997a,4.976046
94ec21d59f07c2091e0359a0085fa6c569ed30c4,4.0508566
950671c7855e25bf4a8330768cabc430bee030c9,3.3298235
951b5bb9ecd6593cecd2bd72fdf62a0785bd3b3b,4.883585
952c0daa0b72620df1288d516f0a2abeb5b3986d,2.166019
952e48fc51ee7afbd972a8305c2f22a80ce9ce92,3.669628
95c2c72faa0bcedf9452be96511b7ab488754e77,3.5139837
96013c7ce1186c9a18f5127959bb867243b1b9f2,4.2781186
962de82430c78164a7c1cceffdfe31dd0f3c3cd3,4.286909
96d8f7656a57c4a757129d95863a463358a0c3ca,3.0567148
96ded661b95e3d4d3cf1c8d45aeae3b335224583,4.5825944
970dc7689a54be2108e10cf65af78d85288b64e9,4.2640996
97469bc8eac2e4fd57266fa9821a50561a4d8473,4.4133897
97983f3249349cfcb409b75d5f53e5cbab2bfa5a,2.978227
979ddec134899a31461a05d820b9d6cad713715b,1.8914263
980a5ef7011a98b8fa55e5ac3d7ebce6f7784286,4.2357693
980f92c1ca3d1d662e790e884a1bafb6785dfe45,2.641704
9843de5b71377fd3392db81e3178e11bbe90d95c,2.2850373
9871e11a3a4574e6b565733fe3e565f13d670744,3.0112703
987888aba1d68d84a51fcfef4131d649024e0aec,4.672637
98903e3bc03971360097ad809526370f701ef5f7,3.1285605
98cafa82b3e7f1a3a179c62509778cf9290ca87c,3.1519935
9906fd2917a481b373848f6d084228f34ace63a4,3.2606854
99103791231143dd15aa77f2aeb87b2cd4a1c22e,3.0347376
9938999e257ea21c657f6c63ff386937544987aa,2.5765142
994f5b5cdc8a126efbb290700caf797948ac1841,2.8013468
99751d158308f801241e028eb7c6b0363fc6ec88,3.9288108
9981528e7324f2d92c27f163b5d0424a07f94b67,2.5211496
99935e2b7f9f41bd823ece5418896aaf72e223fc,5.0163665
999704c760821f39257d453f58ae57cdc5db7cee,4.397154
9a20834c7ddbbf82eff849ff8e4f321b856970de,4.309468
9a31bbe1021725b074357ae4668bed6eb7e46bc1,3.199168
9a5d7462df7a85794cd0d7d2c510ebf725d2e13d,4.278365
9a6d7a470aab3fb51ab58261637c58c239ad804f,3.9960604
9a7c94325cf12595e72895187822c354cd8ef458,4.5836143
9a8ad4a46036cc65da3ce25da0a1b9e70f979655,2.2637877
9aace874af47927645c48f21ffeb82f8e15f24e1,4.8502884
9b0622ca034d946055f8590f554fde632487742f,3.698519
9b4fd6bc9be128b294d3a8590bb6a146bc503902,3.295612
9b536900fbffe20f4db747af055dec68b3ddb6ab,4.358134
9b6d776d82bca421eb10bc4a1f5f866af7fc2a3d,4.647837
9b788cef19b68860b4cba1f072cfc4744e6610b7,2.8775833
9b9216e586500b4d619e331890d3745eea1176b0,4.0240216
9bbf52d74e4300842b27973d5e1d65a74c54c1b9,2.248846
9bc8e6286b7a331de79c4c4e868b806c0b3bb12a,3.9017842
9c03af1da21c500de8e0a1be24e3c22d341961ca,4.1905866
9c4e901d499220d23e819ffe0156ef62c7bcfdbc,3.0586536
9c59b505cc82ae66d54df9629666137c9527e56d,3.4085865
9c8c8ca8e36d83954ecf380f84b01759c8363df6,2.4956093
9cb2a2853cd6c58a9b7d07a87ef3138c3cf723b8,3.726358
9cf17df2214b19cf4cd63df22b802afde8cb98eb,4.604172
9cf5d1c0d7ddfd6b78c222e83894ca3a75ee47f2,3.5654647
9d053bdf589efd451ff25e1977e438b11122e0fa,4.674916
9d12b920015fc145b62c73ca689e71a362e33b35,2.9259303
9d46769291771df99e8061cc9c5d79aacb087210,3.5167537
9d549d02a71100ae95cf02deb371138097549edc,2.9850135
9d69c1d50467997289ee1396002cd197883a2b74,1.5910128
9d789185f1d5fb7bd42acd9d6dc1f5380fef1c4c,4.5619407
9d91374d67624389dacb4b429b8fa8c18442b29c,3.3951051
9db80a153d642e12571588fd68473c6e307195df,3.3470473
9de51c3306c206bfeaf41f4aafc8526300a9f103,4.8647475
9deeecfc873e74ca5ef8b27fb6b22bf7a536ab86,3.0665882
9e0457ac0f2824c5e725d83bdeee91ed078343b4,4.3256583
9e1f7de0fe95b78cc2236adb52b0420b382b40c3,3.0126717
9e4c480f54169dd91629ec30917139f2b16bf6b3,3.063343
9ec1ac8c3d812703485bee8d58b2a81f4edc8754,4.419307
9ec591a707f8d7eaaa8b43b6faa23292511ffef3,2.8134875
9eef5b76500d606c0ace08b9cd3ee9403e9e9664,4.6845593
9f605b4802c811805adc38ae19035ded09a5e4b5,3.4125826
9f8f3fbc1f6d3f36859a33054203c55d028c6e65,2.9179177
a05a86b21a7d5922fed8c50f36d307ed7a8cc70b,3.0342805
a05ee87ddc674ddf01518fe125eaeec0820ea53e,2.7163432
a07cb417ba30c0e4d8cc3831f093740ece8be01d,5.0011754
a0ec1fa9ef85571c363b1ff524a7bccd583b0ee2,3.7913408
a10c5f4ba04fc56032719cc84184c0ad5b5f8446,3.2012618
a11fcd52b2df310a3f3bf8e0561a2c587005e96d,4.8513584
a130e19ad47a6849ba0261a7a81a8d9bb93f3a7a,2.7650945
a18783b2a14d61192a1b97ce3daca9e67cb8cd59,2.9275184
a1b60c404f7df8f6f2695982048cac298567b821,3.7048051
a1d026f103e45011fefbfd9ddc32eedf16edd5f8,2.893895
a211065a6e065d2421b924d4e9314f1026611aa2,4.7018166
a22a58c5be8aa2c2700619e37f2b7a6e4efa7e6b,3.4687214
a244f431e70a9d4c780ac6914b564d98c04ac7ff,3.4866982
a24729ea6c4aab24a9d6dc73513113e8b8fcf35c,2.3895638
a274dc9836c18bf295e9e81afecbdd72825ea79c,2.85515
a30f91cf4dd6e15b62a675de5087a6db82d61f51,4.3918414
a3748712b8685edb49cf966b7e662e1647503013,3.92632
a3c251eb71ac7769282f383672f19d3cf66f1b04,4.658426
a40402ff4c87721e74766e6751bb458653b3e686,5.1272335
a4a81c655f21aac65297532528cba5a28e8f5ab1,3.0316107
a50e88cb6830931dd1271dfc49b3497d63bd436b,3.5492046
a52c67c0bc1c6ae7da7c6e4d38cc7ac5a869ed39,3.8416538
a576ed0ff4b19b2c864b2c489227a491ac670b84,2.7935982
a57d3a31b965e00aa208f4d499c0b3637f759838,3.8779657
a57e6a1dc883554789ef6049be9b51530a7aa207,2.9933023
a593667aa30cd094ca66d70dbb5ee98fc64d38f0,4.4116015
a5aef107fcfe6b7323ead96aed8ef74a69efe042,3.2107108
a5b034cb2c29d312a2e5475da6174e196cfc3c1b,3.4146845
a5f22a73b7cb93619da1f3cbc56febec52b1c16e,2.7873368
a5fbdd306fbe3003283cf2cb7ae4c371c9693290,3.8661106
a60f543d315ec120d2f433cdccc19342c9c3be02,3.0343113
a62742a35ef9194f7da07e547fe13f99bb6257bd,3.6338627
a632e2659eb116c7514dd825ffaa8939365c71e2,3.0630345
a65549b33ec5839c95aa1e9c2e50f74685ad7cc5,4.351501
a688299300a50fed79edb502fb02fc503a564308,2.6350288
a6bd1b3de6ceb8be610c33e3a0e4a89350700984,3.0168228
a6f3201e19df0a0fdf0a3d878d6a8d2e50eefc70,4.380404
a727c00002127704e5ae41a4a08948dc43b4aefc,2.959855
a7442b91887824d182c90cd82955b97a1404dc21,3.173079
a74f9942a4bf89bc51a259bdd7f5427f1ccc82f8,3.5292497
a75958bf7ddea02d2c0d5a300c83abfe240f3552,4.4462566
a76e1891c401fc5f73f6942768488b1487533472,3.296223
a7e953186fda9e7bf8368e2d00a19d024f7db5c8,2.1127713
a819175c8808635fda7c3854536f82d90a7b31cf,2.454294
a832f98e370c27f9fbc8e0caec05700a96e89a4e,2.6524968
a90b8415afe8507a36e7be7511fd36f1045418b7,0.9415209
a94238b07de77bffd5189487ac3d56b96db7e09a,2.9187615
a9947ca4f64f3122a22c7827ae089d48db8fd76d,2.8338997
a99c3a5ba8f7e25ea61f79dd74cb89d6d8bf8a43,3.7736819
a99ed97ee0e4d81fc9a8a5a5baaba5407a897b84,4.6407557
a9ccae25b9a8738fd3ce42dfb0fc5e92ca9b8d7f,3.6515028
a9da415ddd0567c5995957b2239621158a4521f1,3.409897
aa01429991aa756b651364d54b7b28c2bfeb6c3c,3.569713
aa1696aba3e93761b292c97c68bb0e06bb2f537d,2.8483253
aa2166a08738eb1a62d78686cce70fc5572d0607,3.9285915
aa2288779d4ddfe46b3dcab170577d4f5096ab15,5.353801
aa2ad4e1f1035826e6351e1e801eb57c0b494267,3.0319688
aa8508f6aa7e91da7efc770fc0e04c471463ffeb,1.9614655
aa8e2b08e043c6d844c28cb004a224615af29e90,2.9160051
aa953585f60c1f5711c6d5159abbcaafcc89eb77,3.7081206
aafa3b985fc5f4f1f6dbe50b8edc01713225dd2d,4.0369167
ab2a1e43f425b67817553405c41c09a9bcb0e9c4,2.5042875
ab4899d3252b533827ab7d15261b9edb38cf0a7a,2.8511994
ab4e0b5338de7292c155831c4bd68a740ae6d05f,4.7827835
ab7c842d24cac25a1a3852cce506ca92cb8ed428,2.4331057
aba3f0810ff4abb82c285780965735f59dffc070,4.4038496
abae080e558fbbcf25131d47ef3dbea697548f14,2.8848543
abf736b0441172883ba772951733e73d557598ab,5.140214
ac018ab3a6242492006b3ca1e0c508abd1761538,4.5397477
ac164aef8492a4d178d0704b602f0522512dd913,3.1214502
ac6104bfab84b79b7ff1f01c576e2b7442988f38,4.6476307
ac6522ed2e2b8a808bb80970ccffcb6572183349,3.7148159
ac7569c6eb788ec3ca408850d164b68f73bb148b,3.486003
accf49bc7124b7fdffea9e75a869a597c4e8adce,4.004639
ad03c4fb44da8b106e362ef8c65fe2bf34a385d1,3.1240203
ad3d8c094d5606a8005bb22a4cf910e497a03224,2.7535515
ad57f4feb3cdcdfbb77d4ccd074d9ca50227661d,2.886308
ad77e6368d86e38cbf14a33770ca16b204522863,3.6094275
adc3882c435a390c34d34279b5528215928944df,3.721339
adcfbf9c58d92335f9b971f6a9afd19d9feab214,2.7169683
add17ba1901ea9804a604aeed6ebe191d784785d,2.574242
add21f371c1ade0e82ccdacf7ce016dc151a6968,3.1705902
add7a23a1b66010154da076a059216a13b90191a,4.499636
addfbcc77f77c6c80cc3e55261cec181722e68cb,4.096957
adf4cd4036fe7649e15bbc8379f224685017b379,3.422456
ae75c8309bea2f4a1b1624ce50d0994d5b4dc451,5.035594
ae7e6756887c7c2d0e3d26bb83045d298dcb5ddd,3.7191606
ae84ba8c1585fe80b8d2cc991a9cc4af2921a2a2,4.639909
aeae992591ef4a9423528eb6029301cbd29daff5,4.2318993
aef76b2d6bbd67cf3aac958965862b263c50d4e6,3.0548236
af124b723c6d0d777c60479978e8da661b34bc2a,4.545635
af12f06588c971f6425a28d61e4511bafff05bb7,3.7247214
af618fc07f8f8c9e1697d7e8ce5cea9dd4ddee00,3.5657387
af744dfd0234f2b89d667f962f13cff1b5d0c9e0,2.7978153
af8cb88c604c245257dfd33607bcb87cd357d3c9,4.3174496
af99c21153a5cd9289febb0cc7d1f8cbee810621,2.3850715
afc376cc4bc5460a941a5d21f91d19f159cdf490,2.4204152
b002ea316ac314e47c6aceffd6583bd300962387,4.5340767
b03084cbf44b7fc100db518a5ff7ef7e9924c260,2.0861177
b041f9ef5ab6da232256530cf8e22c31ac99971d,4.333643
b0718e2faa64ff947c0ba9e9516616b44c8f4a5d,2.7710423
b0f303b4bc78b12a467c465db3b050425eadbf64,2.875051
b1179b71e93f6ccfe9702cc342e53c5c04d2cf60,2.7576172
b11bdeda44addd99b9b0cdc016fcd27262b51fdb,3.5817056
b11c7371190aaf26293afea3ba2146f21205f73f,1.941534
b152244728671db447c59ab0796fac9a423e1356,3.1959538
b1e8855867b91eadecefd05a09f101799008b8c7,3.1832952
b25340984452108c2928e20f412866a7dbf4646c,3.3092005
b27862a2f9590331f29ffdc8f3648dec2a7a7d30,4.550369
b2a46e3625d075ff330baf8e18019e1af424bc62,2.905116
b2b334fbcfc12bdf6bba8dc45aa8ade3ddb746aa,2.841559
b2c520e7e4ea03898e0b8204fea068149d5535c8,4.03838
b392a38d92631885c3b63500548976ac63518da7,4.5836487
b3946c98c388b721854634038fbd1820a7ff046d,2.5789654
b3f68ef83acd623f98f4a03fc633905fb2a5b027,3.5443313
b459886eb6e03f683c364b338a5c2f4776391dbc,2.345385
b45e8d507778dab56f381a681c453cbf4d3b4050,2.847292
b4742d304d9cd4891aac3cedf5905676e9fcc9d5,2.99649
b51687ca4edcbe2376bc3204617227bceb0a52c0,5.174553
b51b95c923fbe5e4f47342faa554cacb44477016,2.8020442
b52028ddeb0e0289019154f32e763393f83a30a9,3.7763088
b56069b7f468c9cb3ff1ed8830af52d4e2fe60c0,4.0855064
b6535907c852434b9243df7a0e65f04d688d049f,4.3788595
b68533a39390311fdd9ca8baced33145784eb561,3.658472
b6cb94c201726bd4e4dcadc007dba2c69933e0c1,2.2402906
b6de7562a3dfc6522d1d9f86967f5159e3f2f090,4.0659456
b6e252e4989b3b422d69eae06831ad0bfd396126,3.216102
b7047722486e995e27292b5ab1945d72ab5a3708,2.7871168
b722e6209f2858faf0bf80947cadcbde586bb666,5.0725427
b7289b3b24fd67017ed82f62a889b4c9a0fb5ba4,3.5416288
b7297bd49e99532695b6290f29fac82928f9e03d,3.739849
b7298b0fe50443a623af9b56792b330c2d052845,2.428459
b729f209cdcbb802e5f6f16fd902793131660968,3.2220979
b72f0fecebc0120609eb4643631055b2e7a31fd7,3.1598082
b75c5320a2ce606e7c46d1f82723e1e461f37a68,2.9445226
b7931b60e23916058a5767895b9214dac7a6515e,4.4488683
b7ea6b3de19afe8e98d52228dfcc3f3027f18891,3.0696578
b80a4c674f6640d304722f4a92eb9b47345f1258,4.873153
b8b78832d415b2137aaa400ec638ca3828510a71,2.887852
b8e898c506ad360ead5d4fafe6651fadfed6645a,3.426296
b9cfcb9ade5f88679b72a7977c50eaca7170206b,3.0472646
b9db6bc5ded963759b9a1db58adbaad3314169d6,3.0677857
ba0b274a12a5891f98da7f012d4c757aeb822917,3.8084488
ba12c0a2cb367af0467e479c03507c71a805d291,3.267596
ba37558e4c84bdb5486d1b3622b0ac7ed3d5222d,4.21132
baa9b5294556d31b066df7e0dd8b1b0b1a8bb9f2,3.4271142
baae1f7bd8567b6f9e220cc863c92124fa71e1fe,4.881872
baccf806cbacabe5f3a91ecd093cf36b4db436a6,2.94742
badea8134ecf83e912ac6628ec12465e227c1e6a,2.067276
badf8b0a0c342afb7e1eecc4fb19feb7ed28e180,2.7879353
baf05c058d7a427783ab9bde33f38d55ae8ac0cb,2.9445076
bb603e54f5809d802fec4c70df7b2c29a5125a89,3.5137947
bb6bcc05d3ef04c14c73ce93dad8c9ea60f5297b,4.0595
bb81a7f88631b987cd15c8d539e806ad17a5b664,3.7282836
bba75421c48ff666a96646bd283072492fc712ea,3.5951648
bbaeaab91cec9991b4747c8ca3fba0981bf68ad5,2.0823903
bbb7c8095658b847103c47aa2a4b55440b0e9ffe,4.27185
bbf7f2c725fe4c3e0eb56d29707437d1603b1c56,4.0431404
bc1f0dc5b937d54fa64e44c1e4e0de0e5a4724c1,3.2107449
bc54069a859b02cf1b00e7ab77d68132f9021c8e,3.5234728
bc8caaa2729aa0c9179e8d66388586a4a8586f20,4.5959034
bca16481f37f3534abb04344ef1855b0e56140e3,2.9155478
bd18fefd95851483c8aab15987fec421f92523fb,3.3646402
bd53f29596985f567c39329a8f8da5100810f0fd,2.039759
bd81b591d06c4a726078a831c11516d6ee27541d,3.0469978
bd9bd34617afb5bf1f3ff27e575c4df427ac32dc,3.4077072
bda97a680a69285ab84aefb75abb53676e7f6b55,2.8344636
bdc3fba009b4d570355de5bfedfb6766746789ce,3.1876643
bdcfd5ee015db872058dc442ab9d3c72518366ff,2.7893384
bdefe60060197430834e27ee0ecc1d775f5e2b89,3.2122571
be40efffa2a2ea77d3d2fb0cf1f8dd6a8da2b287,2.5612254
be6f4f4f657c80883591c6749a7951f9c992e4b9,3.7631452
be7b5a55c3a0343bda6a2a6ad09c5cfe8714b27f,3.0394802
bec0491f541a76e4fa31e17842bc573c812cb528,2.4818597
bf22fb15bf51bc4bcf3d50f7494caad62a596d0e,4.1771116
bf9e4a55173e6e65b88bbf4f18744ea043b07ed6,5.1383953
bfb055d2c2ba396d5e6bd6022719b3ade1cd1407,1.6394979
bfe7f84ef78bc0134134fcb799465996fa84e4b0,4.0481553
c001ef5d0a98bae288e504e13db2f1d4533021f5,5.1518483
c047e3345530b4b4634715536ac54cec9c756b66,4.928556
c072621681c71501470509aeb1c51e3f9f98df5e,5.1428003
c084f1399d2813131b70acb3920068a454cea6d5,2.9842367
c096fc1d9c0ad8efae9cfd509f75522c50603692,3.9758613
c0986547994c0c40ee739f045a02e1ce427ec132,3.1326733
c0b8f55536e05f6da91c3b65ddfb69dc8daa12e9,3.0489347
c0c13857d74703fa66da743d1d670bc2b9957f7b,3.516877
c0d3079f5b83f8962c439707b96c7ee43be2ca18,1.3537049
c1287b2f156f6963bdda82942a95288967e9422b,2.2712479
c13d9b5245d8fc600da9390192908048857599ea,3.344182
c15e04639eb35379bc74fd289f38b1c9d21e2278,2.1918454
c162ce77f4002856b569f63b1e2b58ccd6d961e2,3.45971
c195c2ea359350b81a96211ccb40d03fb0501e7d,2.6077812
c20545cf079fcd100052faf6db21ee865023525f,2.9070828
c21b13edbab3d247c8816a374ebb57ef71700952,3.2428868
c2660985c0dbf52fe68f7d3620fffa6ff8f2794f,3.3733447
c28a837bbc21a0b6ea686c34b12a7e6badbc9140,3.4997458
c2ac862e74879f4b60191f0bb1397eff1e157c8b,2.4978788
c2ca84eba451533cc357b9c82cdc4c59227ee38d,4.6813426
c2da78b847fbfac6920b3c5a2086c79b3a2db8f7,4.61012
c2dc9b42636e453c1ad8e7a5e490654d39dc303b,2.5180445
c308727c618e21c478dba676bcea9d040d179f99,2.9173841
c3127c3c92a3d510a78a5248b4e7fac50ab81e0b,4.052224
c32840e4bedac9715b49ce3f04b3dedb98007cfe,2.553135
c352dbabae85680f4ce4ebf67886666ce47edade,3.2215326
c3635fc4a7b4545fc6df8dcad81f86d1e08c66cc,4.173103
c399382ea2553528d9b44a9aa6492cee7cf0b5c0,2.2835069
c3bf932c28538beb5024e80bd06e09c44661c8f7,2.7825024
c3e73d0362e2b21fae6edfcf518063e8a28b7b63,4.61223
c3fdd44aeb469416e4895afe4040e54eebc23db5,2.8917165
c41c79391cd0c8816cebc9a0b4ef1fcc5c2e4018,2.4394693
